GHG Intensity (kg CO2e/sq ft)_sqrt,GHG Intensity (kg CO2e/sq ft),Reporting Status,Reporting Status_Submitted Data,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft),Chicago Energy Rating
2.5690465,6.6,Submitted Data,True,11.419282,4.8782463,4.844974,11.229425,126.1,3.0
2.8460498,8.1,Submitted Data,True,12.680694,5.086361,5.025852,12.300406,151.3,4.0
2.0,4.0,Submitted Data,True,8.780661,4.3579903,4.3241324,8.631338,74.5,4.0
2.6191602,6.86,Not Submitted,False,11.518681,4.8954487,4.843557,11.221408,125.92,0.0
3.8987176,15.2,Submitted Data,True,16.51363,5.6120324,5.609838,16.495455,272.1,3.5
2.6457512,7.0,Submitted Data,True,11.995832,4.9760437,4.9074945,11.588788,134.3,2.5
3.0983868,9.6,Submitted Data,True,13.802174,5.2548876,5.2105784,13.498148,182.2,1.0
2.4289916,5.9,Submitted Data,True,10.798148,4.767289,4.7664385,10.793516,116.5,1.5
2.366432,5.6,Submitted Data,True,10.630146,4.7361984,4.692265,10.397115,108.1,3.5
3.4058774,11.6,Submitted Data,True,14.812158,5.395444,5.3738885,14.652645,214.7,2.5
3.1527765,9.94,Not Submitted,False,14.008569,5.2844214,5.25614,13.810865,190.74,0.0
2.3874674,5.7,Submitted Data,True,10.329569,4.6793494,4.649187,10.173495,103.5,4.0
3.5099857,12.32,Not Submitted,False,15.145957,5.439817,5.4182315,14.9826565,224.48,0.0
3.8340578,14.7,Submitted Data,True,16.598192,5.622211,5.6010113,16.422546,269.7,1.0
3.078961,9.48,Exempt,False,13.509256,5.2122145,5.189172,13.353651,178.32,1.4
2.9154758,8.5,Submitted Data,True,12.696456,5.08883,5.0651236,12.545916,157.4,0.0
2.4494898,6.0,Submitted Data,True,10.540399,4.7193913,4.701389,10.445094,109.1,4.0
2.720294,7.4,Submitted Data,True,11.827933,4.9480505,4.9323134,11.734565,137.7,2.5
2.828427,8.0,Submitted Data,True,12.149074,5.001258,5.001258,12.149074,147.6,4.0
2.7748873,7.7,Submitted Data,True,11.895377,4.959342,4.94663,11.819475,139.7,3.0
2.144761,4.6,Submitted Data,True,9.402127,4.4931207,4.4578295,9.2358,85.3,4.0
4.8373547,23.4,Submitted Data,True,20.731619,6.065644,6.0560813,20.632498,425.7,2.0
2.3323808,5.44,Not Submitted,False,10.29563,4.6728287,4.635117,10.101485,102.04,0.0
1.8973666,3.6,Submitted Data,True,8.1670065,4.215086,4.1987047,8.099382,65.6,4.0
2.408319,5.8,Submitted Data,True,10.511898,4.7140245,4.7140245,10.511898,110.5,3.5
2.1679482,4.7,Exempt,False,9.611451,4.5366774,4.486161,9.369098,87.78,3.9
9.327379,87.0,Submitted Data,True,38.79562,7.317279,7.3246875,38.939697,1516.3,2.0
2.310844,5.34,Not Submitted,False,10.136074,4.6418877,4.6039696,9.943842,98.88,0.0
2.4698179,6.1,Submitted Data,True,10.8074045,4.768988,4.7379513,10.639549,113.2,3.5
2.4494898,6.0,Submitted Data,True,10.59717,4.730039,4.7158165,10.521407,110.7,3.5
2.7568097,7.6,Submitted Data,True,11.907981,4.961445,4.9452076,11.811012,139.5,4.0
2.48998,6.2,Submitted Data,True,11.099549,4.821893,4.7816415,10.87658,118.3,2.0
2.75318,7.58,Not Submitted,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
2.529822,6.4,Submitted Data,True,10.821276,4.7715316,4.7638817,10.779611,116.2,3.5
2.738613,7.5,Submitted Data,True,12.120231,4.9965363,4.966335,11.937336,142.5,3.0
2.792848,7.8,Submitted Data,True,12.157302,5.002603,4.982236,12.033287,144.8,1.0
2.236068,5.0,Submitted Data,True,9.848858,4.5849676,4.5612183,9.731393,94.7,4.0
2.5495098,6.5,Submitted Data,True,10.867382,4.7799635,4.7799635,10.867382,118.1,2.5
2.7018511,7.3,Submitted Data,True,12.049896,4.9849753,4.940928,11.785584,138.9,4.0
3.2403703,10.5,Submitted Data,True,14.202112,5.311727,5.2606153,13.841965,191.6,1.0
3.2124758,10.32,Submitted Data,True,14.013565,5.285131,5.2649674,13.872274,192.44,0.0
2.5690465,6.6,Submitted Data,True,11.462984,4.8858275,4.8473315,11.242776,126.4,3.0
2.8809721,8.3,Submitted Data,True,12.485992,5.0556087,5.0337005,12.349089,152.5,1.5
3.130495,9.8,Submitted Data,True,13.367872,5.191289,5.187386,13.341664,178.0,3.5
2.8635643,8.2,Submitted Data,True,12.581733,5.0707893,5.0414877,12.39758,153.7,1.5
2.1679482,4.7,Submitted Data,True,9.327379,4.477337,4.4670568,9.279009,86.1,4.0
4.280187,18.32,Not Submitted,False,18.669762,5.856675,5.833055,18.449932,340.4,0.0
3.391165,11.5,Exempt,False,14.771594,5.3899846,5.3691487,14.617797,213.68,2.0
2.48998,6.2,Submitted Data,True,10.87658,4.7816415,4.762174,10.770329,116.0,0.0
2.236068,5.0,Submitted Data,True,9.751923,4.565389,4.5336742,9.596874,92.1,4.0
2.5495098,6.5,Submitted Data,True,11.371016,4.8698397,4.7824793,10.881176,118.4,4.0
2.0248456,4.1,Submitted Data,True,9.027735,4.4127984,4.3214803,8.619744,74.3,4.0
2.529822,6.4,Submitted Data,True,11.247222,4.8481164,4.773224,10.830512,117.3,4.0
1.0,1.0,Submitted Data,True,8.858893,4.3755054,2.9177706,4.1833,17.5,4.0
2.4494898,6.0,Submitted Data,True,10.871983,4.7808027,4.7510004,10.709808,114.7,4.0
3.1622777,10.0,Submitted Data,True,14.0,5.2832036,5.2527966,13.787676,190.1,1.0
2.258318,5.1,Submitted Data,True,10.222524,4.658711,4.5849676,9.848858,97.0,4.0
2.144761,4.6,Submitted Data,True,9.555103,4.525044,4.4566703,9.230385,85.2,4.0
3.391165,11.5,Submitted Data,True,14.512064,5.3546977,5.349961,14.477569,209.6,1.5
4.7010636,22.1,Submitted Data,True,20.43037,6.036438,6.0188365,20.250925,410.1,3.5
2.6645825,7.1,Submitted Data,True,11.674759,4.9221683,4.901564,11.55422,133.5,1.0
3.127299,9.78,Submitted Data,True,13.494443,5.2100325,5.189395,13.355149,178.36,0.0
2.2135944,4.9,Submitted Data,True,9.833616,4.5819016,4.5347476,9.602083,92.2,4.0
2.6645825,7.1,Submitted Data,True,11.467345,4.886583,4.8574843,11.300443,127.7,4.0
2.3874674,5.7,Submitted Data,True,10.601887,4.7309213,4.682687,10.34698,107.06,0.0
2.607681,6.8,Submitted Data,True,11.340194,4.864453,4.827513,11.131038,123.9,4.0
3.6083238,13.02,Not Submitted,False,15.938632,5.5414205,5.492238,15.54992,241.8,0.0
2.8460498,8.1,Submitted Data,True,12.409674,5.043425,4.9972124,12.124355,147.0,2.5
1.8973666,3.6,Submitted Data,True,8.049845,4.1866198,4.1866198,8.049845,64.8,4.0
2.5495098,6.5,Submitted Data,True,11.207141,4.8410325,4.7791233,10.862781,118.0,3.5
2.408319,5.8,Submitted Data,True,10.526158,4.7167115,4.68675,10.36822,107.5,3.0
2.366432,5.6,Submitted Data,True,10.714477,4.7518644,4.684905,10.358571,107.3,4.0
2.1213202,4.5,Submitted Data,True,9.224966,4.455509,4.4320064,9.11592,83.1,4.0
5.4129477,29.3,Submitted Data,True,23.242203,6.293789,6.2833877,23.121418,534.6,1.5
4.3011627,18.5,Submitted Data,True,18.684217,5.8582187,5.8449926,18.56071,344.5,4.0
2.6305892,6.92,Exempt,False,11.45513,4.884467,4.864916,11.342839,128.66,0.7
3.2186954,10.36,Not Submitted,False,13.90036,5.2689915,5.2532153,13.790577,190.18,0.0
1.9748417,3.9,Submitted Data,True,8.449852,4.2822065,4.280824,8.443933,71.3,4.0
2.144761,4.6,Submitted Data,True,9.455157,4.5042443,4.473922,9.311283,86.7,4.0
2.2135944,4.9,Submitted Data,True,9.633276,4.541165,4.5075574,9.471008,89.7,4.0
2.50998,6.3,Submitted Data,True,10.885771,4.783316,4.767289,10.798148,116.6,3.5
3.0,9.0,Submitted Data,True,13.190906,5.164786,5.13521,12.996153,168.9,3.5
2.236068,5.0,Submitted Data,True,9.638465,4.5422306,4.5325994,9.591663,92.0,3.5
2.32379,5.4,Submitted Data,True,10.47855,4.707727,4.658711,10.222524,104.5,3.5
2.8879058,8.34,Not Submitted,False,12.565826,5.068275,5.0592985,12.509196,156.48,0.0
2.2847319,5.22,Not Submitted,False,9.976974,4.6105556,4.5863953,9.855963,97.14,0.0
6.5268674,42.6,Submitted Data,True,28.635643,6.710523,6.6859856,28.28604,800.1,2.0
2.1213202,4.5,Submitted Data,True,9.21412,4.4531837,4.4260435,9.088454,82.6,3.0
2.9393878,8.64,Not Submitted,False,12.820296,5.1081247,5.0871024,12.685425,160.92,0.0
2.529822,6.4,Submitted Data,True,11.1400175,4.8291135,4.801559,10.986355,120.7,3.5
2.32379,5.4,Submitted Data,True,10.148891,4.644391,4.61413,9.994999,99.9,4.0
4.959839,24.6,Submitted Data,True,21.54298,6.1422524,6.1294856,21.405607,458.2,3.0
3.0,9.0,Submitted Data,True,12.93445,5.125748,5.1041255,12.79453,163.7,4.0
2.302173,5.3,Submitted Data,True,10.319883,4.6774907,4.6327853,10.089599,101.8,3.5
2.792848,7.8,Submitted Data,True,12.320714,5.02913,4.9972124,12.124355,147.0,1.5
2.48998,6.2,Submitted Data,True,11.674759,4.9221683,4.7824793,10.881176,118.4,3.5
3.622154,13.12,Not Submitted,False,15.665248,5.506956,5.4881935,15.518376,240.82,0.0
2.48998,6.2,Submitted Data,True,11.090536,4.8202815,4.756173,10.737783,115.3,3.0
2.9664793,8.8,Submitted Data,True,12.60952,5.075174,5.0707893,12.581733,158.3,3.0
2.7748873,7.7,Submitted Data,True,12.267844,5.0205855,4.978801,12.012493,144.3,2.0
2.6645825,7.1,Submitted Data,True,11.575837,4.905275,4.8858275,11.462984,131.4,4.0
3.0983868,9.6,Submitted Data,True,13.568345,5.2208962,5.1503973,13.0958,171.5,2.0
2.2405357,5.02,Exempt,False,9.813256,4.577799,4.5564,9.707729,94.24,0.0
2.8635643,8.2,Submitted Data,True,12.437845,5.047931,5.0271645,12.308534,151.5,2.5
3.591657,12.9,Submitted Data,True,15.488706,5.4843817,5.4557486,15.267612,233.1,2.0
3.0232432,9.14,Not Submitted,False,13.218925,5.1690054,5.1385007,13.01768,169.46,0.0
2.810694,7.9,Submitted Data,True,12.087183,4.9911127,4.9572344,11.882761,141.2,4.0
5.2249403,27.3,Submitted Data,True,22.376328,6.2180023,6.2099977,22.286768,496.7,4.0
2.1679482,4.7,Submitted Data,True,9.731393,4.5612183,4.4998097,9.433981,89.0,4.0
2.6645825,7.1,Submitted Data,True,11.798305,4.94307,4.912655,11.61895,135.0,3.5
2.4494898,6.0,Submitted Data,True,10.492855,4.7104306,4.703204,10.454664,109.3,4.0
2.366432,5.6,Submitted Data,True,10.382678,4.6895113,4.691348,10.392304,108.0,3.5
2.588436,6.7,Submitted Data,True,11.322544,4.8613615,4.835488,11.175867,124.9,3.0
2.828427,8.0,Submitted Data,True,12.251531,5.017942,4.9753537,11.991664,143.8,2.0
2.8982754,8.4,Submitted Data,True,12.461942,5.0517774,5.0517774,12.461942,155.3,0.0
4.159327,17.3,Submitted Data,True,18.190657,5.804834,5.790266,18.058239,326.1,1.0
2.8635643,8.2,Submitted Data,True,12.469964,5.0530562,5.0126333,12.218838,149.3,2.5
3.5071356,12.3,Submitted Data,True,15.185519,5.4450116,5.408516,14.909728,222.3,2.0
2.258318,5.1,Submitted Data,True,9.909592,4.597138,4.566429,9.757049,95.2,4.0
3.8209946,14.6,Submitted Data,True,16.67633,5.6315703,5.612763,16.519686,272.9,1.0
2.529822,6.4,Submitted Data,True,10.890363,4.784153,4.769837,10.812031,116.9,4.0
2.7568097,7.6,Submitted Data,True,11.937336,4.966335,4.943783,11.802542,139.3,2.5
3.193744,10.2,Submitted Data,True,14.286357,5.323498,5.260096,13.838352,191.5,3.0
3.082207,9.5,Submitted Data,True,13.627179,5.229503,5.2007046,13.431307,180.4,2.0
4.8435526,23.46,Not Submitted,False,20.387741,6.0322704,6.0317903,20.382835,415.46,0.0
1.8973666,3.6,Submitted Data,True,8.666025,4.3320484,4.232656,8.240146,67.9,4.0
3.0854497,9.52,Not Submitted,False,13.475904,5.207298,5.175585,13.26273,175.9,0.0
2.2135944,4.9,Submitted Data,True,9.838699,4.5829244,4.5422306,9.638465,92.9,4.0
2.720294,7.4,Submitted Data,True,11.764353,4.9373474,4.8970933,11.528226,132.9,4.0
2.9325757,8.6,Not Submitted,False,12.727922,5.09375,5.074048,12.602381,158.82,0.0
2.366432,5.6,Submitted Data,True,10.411532,4.6950107,4.6746964,10.305339,106.2,4.0
2.5495098,6.5,Submitted Data,True,11.211601,4.841822,4.7808027,10.871983,118.2,4.0
2.4289916,5.9,Submitted Data,True,11.1892805,4.8378677,4.762174,10.770329,116.0,2.0
2.720294,7.4,Submitted Data,True,12.00833,4.978112,4.9423566,11.794066,139.1,3.5
2.258318,5.1,Submitted Data,True,9.899495,4.59512,4.558079,9.715966,94.4,4.0
2.9664793,8.8,Submitted Data,True,12.992306,5.134621,5.1047325,12.798437,163.8,4.0
3.4785054,12.1,Submitted Data,True,15.089731,5.432411,5.41832,14.983324,224.5,2.0
2.50998,6.3,Submitted Data,True,10.858176,4.7782826,4.7570324,10.742439,115.4,4.0
1.7888544,3.2,Submitted Data,True,7.7071395,4.1009893,4.091006,7.6681156,58.8,4.0
2.529822,6.4,Submitted Data,True,10.844354,4.7757564,4.7647347,10.784247,116.3,4.0
3.0166206,9.1,Submitted Data,True,13.118689,5.1538696,5.1304903,12.965339,168.1,3.0
2.6870058,7.22,Not Submitted,False,11.963277,4.9706464,4.9338984,11.743935,137.92,0.0
2.04939,4.2,Submitted Data,True,8.955445,4.3969154,4.377014,8.8656645,78.6,4.0
2.626785,6.9,Submitted Data,True,11.644741,4.917057,4.871373,11.3798065,129.5,3.0
3.0166206,9.1,Submitted Data,True,12.988457,5.1340322,5.1251535,12.930584,167.2,2.0
4.037326,16.3,Submitted Data,True,17.598295,5.7388277,5.723258,17.461386,304.9,2.0
2.6457512,7.0,Submitted Data,True,11.760102,4.93663,4.9037924,11.567195,133.8,3.5
2.7018511,7.3,Submitted Data,True,11.891173,4.95864,4.94307,11.798305,139.2,4.0
2.738613,7.5,Submitted Data,True,12.083046,4.9904327,4.945919,11.815245,139.6,2.5
2.4289916,5.9,Submitted Data,True,10.756393,4.7596064,4.730039,10.59717,112.3,3.5
2.32379,5.4,Submitted Data,True,10.261579,4.6662655,4.6180863,10.014989,100.3,4.0
1.7320508,3.0,Submitted Data,True,7.6288924,4.0809216,4.0535226,7.5232973,56.6,4.0
2.4289916,5.9,Submitted Data,True,10.521407,4.7158165,4.6995707,10.435516,108.9,3.5
2.1908903,4.8,Exempt,False,9.577056,4.5295844,4.4986978,9.428679,88.9,1.6
2.6457512,7.0,Submitted Data,True,11.66619,4.9207106,4.891101,11.493477,132.1,4.0
2.345208,5.5,Submitted Data,True,10.217632,4.6577625,4.603168,9.939819,98.8,4.0
2.5690465,6.6,Submitted Data,True,11.049887,4.812997,4.815431,11.063454,122.4,3.5
2.2135944,4.9,Submitted Data,True,9.674709,4.5496573,4.5282893,9.570789,91.6,4.0
3.255764,10.6,Submitted Data,True,14.233763,5.3161573,5.2832036,14.0,196.0,1.0
2.144761,4.6,Submitted Data,True,9.612492,4.5368915,4.470495,9.29516,86.4,4.0
3.3166249,11.0,Submitted Data,True,14.849242,5.4004226,5.364573,14.584238,212.7,1.0
2.0736442,4.3,Submitted Data,True,8.871302,4.3782697,4.3782697,8.871302,78.7,4.0
2.565151,6.58,Not Submitted,False,11.314592,4.859967,4.831987,11.156164,124.46,0.0
2.408319,5.8,Submitted Data,True,10.765686,4.7613187,4.7229533,10.559356,111.5,2.0
2.236068,5.0,Submitted Data,True,9.736529,4.5622625,4.5325994,9.591663,92.0,4.0
1.9748417,3.9,Submitted Data,True,8.854378,4.3744984,4.3320484,8.666025,75.1,4.0
3.4496377,11.9,Not Submitted,False,14.967298,5.416189,5.3935366,14.797973,218.98,0.0
2.32379,5.4,Submitted Data,True,10.261579,4.6662655,4.6210437,10.029955,100.6,4.0
1.7320508,3.0,Submitted Data,True,7.962412,4.1651134,4.0926766,7.6746335,58.9,4.0
1.7029387,2.9,Submitted Data,True,7.3756356,4.01458,3.983413,7.2594767,52.7,4.0
3.7973676,14.42,Not Submitted,False,16.246231,5.5795035,5.5693364,16.16354,261.26,0.0
1.9748417,3.9,Submitted Data,True,8.5906925,4.314818,4.287716,8.473488,71.8,0.0
1.8165902,3.3,Submitted Data,True,8.264381,4.238445,4.1541843,7.918333,62.7,4.0
2.792848,7.8,Submitted Data,True,12.445883,5.049215,5.006627,12.181953,148.4,4.0
2.9189038,8.52,Submitted Data,True,12.767145,5.0998664,5.068149,12.565031,157.88,0.0
3.34664,11.2,Submitted Data,True,14.764823,5.389072,5.3166485,14.237275,202.7,1.0
2.280351,5.2,Submitted Data,True,10.188229,4.652054,4.603168,9.939819,98.8,4.0
3.5213633,12.4,Submitted Data,True,15.81455,5.5258512,5.480222,15.45639,238.9,1.0
2.9325757,8.6,Submitted Data,True,13.152946,5.159055,5.1095753,12.829653,164.6,1.0
3.1622777,10.0,Submitted Data,True,13.736812,5.245444,5.1990495,13.420135,180.1,3.5
2.1679482,4.7,Submitted Data,True,9.581232,4.5304465,4.4931207,9.402127,88.4,4.0
2.6191602,6.86,Not Submitted,False,11.480418,4.888844,4.849057,11.252555,126.62,0.0
2.803569,7.86,Not Submitted,False,12.148251,5.0011234,4.972587,11.974974,143.4,0.0
2.529822,6.4,Submitted Data,True,11.058933,4.8146205,4.789157,10.917875,119.2,4.0
2.302173,5.3,Submitted Data,True,10.29563,4.6728287,4.6568136,10.212737,104.3,4.0
2.6038432,6.78,Not Submitted,False,11.519548,4.8955984,4.8478026,11.245443,126.46,0.0
5.0990195,26.0,Submitted Data,True,22.113344,6.1944056,6.182911,21.986359,483.4,2.0
2.4289916,5.9,Submitted Data,True,10.68644,4.74667,4.6968374,10.421132,108.6,4.0
2.302173,5.3,Submitted Data,True,10.079682,4.630838,4.607168,9.95992,99.2,4.0
2.607681,6.8,Exempt,False,11.364858,4.8687644,4.844502,11.226754,126.04,2.8
2.5690465,6.6,Submitted Data,True,11.238327,4.8465466,4.8146205,11.058933,122.3,3.5
2.626785,6.9,Submitted Data,True,11.401754,4.8751974,4.8598123,11.313708,128.0,3.0
2.50998,6.3,Submitted Data,True,10.812031,4.769837,4.752728,10.719142,114.9,3.5
2.9495761,8.7,Submitted Data,True,13.179529,5.16307,5.1197886,12.895736,166.3,2.0
2.48998,6.2,Submitted Data,True,11.040833,4.811371,4.765587,10.788883,116.4,3.0
3.5777087,12.8,Submitted Data,True,15.591664,5.497578,5.4514675,15.234829,232.1,2.5
3.4496377,11.9,Submitted Data,True,15.016658,5.4227448,5.408516,14.909728,222.3,1.0
2.1213202,4.5,Submitted Data,True,9.476286,4.5086594,4.473922,9.311283,86.7,4.0
2.4698179,6.1,Submitted Data,True,10.733127,4.755313,4.7388268,10.644247,113.3,2.0
2.810694,7.9,Submitted Data,True,12.271919,5.0212455,5.006627,12.181953,148.4,3.5
4.171331,17.4,Submitted Data,True,17.720045,5.7525725,5.7598476,17.784824,316.3,3.0
2.1679482,4.7,Submitted Data,True,9.638465,4.5422306,4.513055,9.497368,90.2,4.0
3.4641016,12.0,Submitted Data,True,14.85261,5.400874,5.3908963,14.778362,218.4,2.0
3.2710855,10.7,Submitted Data,True,14.275854,5.322034,5.267858,13.892444,193.0,4.0
2.236068,5.0,Submitted Data,True,9.762172,4.567468,4.5422306,9.638465,92.9,4.0
1.9493588,3.8,Submitted Data,True,8.502941,4.2945604,4.2682977,8.3904705,70.4,4.0
3.3763885,11.4,Submitted Data,True,14.827677,5.397529,5.3747225,14.658786,214.88,0.0
1.7888544,3.2,Submitted Data,True,7.8612976,4.139955,4.12552,7.8038454,60.9,4.0
2.4289916,5.9,Submitted Data,True,10.559356,4.7229533,4.6774907,10.319883,106.5,3.5
3.04959,9.3,Submitted Data,True,13.160547,5.160204,5.117994,12.884099,166.0,4.0
2.828427,8.0,Submitted Data,True,12.589679,5.072044,5.031091,12.332883,152.1,1.5
2.505993,6.28,Not Submitted,False,11.978313,4.973141,4.9414997,11.788978,138.98,0.0
1.9493588,3.8,Submitted Data,True,8.443933,4.280824,4.26268,8.3666,70.0,4.0
2.626785,6.9,Submitted Data,True,11.162437,4.833102,4.825911,11.12205,123.7,4.0
3.2155871,10.34,Not Submitted,False,13.205302,5.166955,5.2497573,13.766626,189.52,0.0
3.7148352,13.8,Submitted Data,True,15.773396,5.5206604,5.517854,15.75119,248.1,1.5
4.571652,20.9,Submitted Data,True,19.796465,5.973555,5.96794,19.74082,389.7,2.0
2.4289916,5.9,Submitted Data,True,10.50714,4.713127,4.685828,10.363398,107.4,4.0
2.1908903,4.8,Submitted Data,True,9.792854,4.5736794,4.50976,9.481561,89.9,4.0
2.9832869,8.9,Submitted Data,True,12.735776,5.0949764,5.085743,12.67675,160.7,4.0
2.50998,6.3,Submitted Data,True,11.031773,4.8097425,4.7924795,10.936178,119.6,3.5
3.2863352,10.8,Submitted Data,True,14.727526,5.384036,5.3307843,14.338758,205.6,1.0
3.130495,9.8,Submitted Data,True,13.6996355,5.240052,5.2117786,13.506295,182.42,0.0
2.626785,6.9,Submitted Data,True,11.528226,4.8970933,4.8698397,11.371016,129.3,1.5
2.302173,5.3,Submitted Data,True,10.227414,4.6596584,4.620059,10.024969,100.5,3.0
3.065942,9.4,Submitted Data,True,14.17392,5.3077726,5.2837114,14.003571,196.1,2.0
2.4698179,6.1,Submitted Data,True,10.945318,4.794136,4.763028,10.774971,116.1,2.5
2.6645825,7.1,Submitted Data,True,11.515207,4.8948503,4.871373,11.3798065,129.5,3.5
2.9664793,8.8,Submitted Data,True,12.79453,5.1041255,5.0670156,12.557866,157.7,4.0
2.0,4.0,Submitted Data,True,8.740709,4.3489866,4.3280983,8.6487,74.8,4.0
2.2847319,5.22,Exempt,False,10.152832,4.6451597,4.5898533,9.873196,97.48,3.6
2.236068,5.0,Submitted Data,True,9.954898,4.6061697,4.558079,9.715966,94.4,4.0
2.8635643,8.2,Exempt,False,12.47718,5.0542054,5.0241437,12.289833,151.04,3.6
4.732864,22.4,Submitted Data,True,20.243517,6.0181065,6.012247,20.184153,407.4,0.0
2.4289916,5.9,Submitted Data,True,10.620734,4.7344427,4.708629,10.48332,109.9,4.0
3.4058774,11.6,Submitted Data,True,14.628738,5.370638,5.3565865,14.525839,211.0,2.0
2.8635643,8.2,Submitted Data,True,12.637246,5.0795393,5.056246,12.489996,156.0,3.0
2.738613,7.5,Submitted Data,True,11.937336,4.966335,4.927978,11.708971,137.1,2.5
1.9235384,3.7,Submitted Data,True,8.426149,4.276666,4.2499228,8.312641,69.1,4.0
3.4351127,11.8,Submitted Data,True,14.916434,5.4094114,5.365976,14.59452,213.0,1.0
2.738613,7.5,Submitted Data,True,11.8448305,4.9508853,4.9387813,11.77285,138.6,4.0
2.9154758,8.5,Submitted Data,True,13.099618,5.1509767,5.0820255,12.653063,160.1,2.0
3.130495,9.8,Submitted Data,True,13.464768,5.2056537,5.192957,13.379088,179.0,4.0
2.1908903,4.8,Submitted Data,True,9.54987,4.52396,4.4986978,9.428679,88.9,4.0
2.9257479,8.56,Submitted Data,True,12.9560795,5.12907,5.082522,12.656223,160.18,0.0
3.1464264,9.9,Submitted Data,True,13.627179,5.229503,5.2171073,13.542525,183.4,0.0
2.3874674,5.7,Submitted Data,True,10.672395,4.744062,4.685828,10.363398,107.4,3.5
2.6832817,7.2,Submitted Data,True,11.8448305,4.9508853,4.933034,11.738825,137.8,2.5
3.7815342,14.3,Submitted Data,True,16.303373,5.586499,5.559142,16.081045,258.6,2.0
2.8635643,8.2,Submitted Data,True,12.664912,5.0838857,5.0466456,12.429803,154.5,2.0
3.104835,9.64,Submitted Data,True,11.995832,4.9760437,4.908972,11.597413,134.5,3.0
2.50998,6.3,Submitted Data,True,11.081516,4.8186674,4.7908196,10.927031,119.4,4.0
3.3615472,11.3,Submitted Data,True,14.349216,5.332236,5.3312683,14.342245,205.7,1.0
2.4494898,6.0,Submitted Data,True,10.68176,4.7458014,4.7229533,10.559356,111.5,3.0
3.5777087,12.8,Submitted Data,True,15.559563,5.493473,5.4411182,15.155857,229.7,2.5
2.7568097,7.6,Submitted Data,True,11.764353,4.9373474,4.9373474,11.764353,138.4,3.0
2.8982754,8.4,Submitted Data,True,12.304471,5.026509,5.0284753,12.316655,151.7,2.0
2.1213202,4.5,Submitted Data,True,9.586449,4.5315237,4.4601445,9.246621,85.5,4.0
5.215362,27.2,Submitted Data,True,22.273302,6.2087913,6.2087913,22.273302,496.1,2.0
2.48998,6.2,Submitted Data,True,11.166916,4.833898,4.7924795,10.936178,119.6,3.0
4.9497476,24.5,Submitted Data,True,21.090282,6.09987,6.097175,21.061813,443.6,3.0
2.6944387,7.26,Not Submitted,False,11.726039,4.9308705,4.90779,11.590513,134.34,0.0
2.8635643,8.2,Submitted Data,True,12.144958,5.000585,4.9972124,12.124355,147.0,2.0
2.7748873,7.7,Submitted Data,True,11.891173,4.95864,4.9480505,11.827933,139.9,3.5
2.828427,8.0,Submitted Data,True,12.716131,5.091908,5.0395465,12.385475,153.4,1.5
2.9832869,8.9,Submitted Data,True,12.825755,5.108971,5.076423,12.617448,159.2,2.0
2.4494898,6.0,Submitted Data,True,10.802777,4.768139,4.730039,10.59717,112.3,3.5
3.34664,11.2,Submitted Data,True,14.710541,5.381739,5.335131,14.370108,206.5,1.0
2.4289916,5.9,Submitted Data,True,10.667708,4.7431917,4.7158165,10.521407,110.7,1.5
1.9235384,3.7,Submitted Data,True,8.4616785,4.284965,4.2541933,8.330667,69.4,4.0
3.3316662,11.1,Submitted Data,True,14.55335,5.360353,5.300814,14.124447,199.5,3.0
2.32379,5.4,Submitted Data,True,10.573552,4.7256165,4.6482296,10.168579,103.4,3.5
3.3316662,11.1,Submitted Data,True,14.518953,5.3556423,5.338019,14.390969,207.1,0.0
1.8973666,3.6,Submitted Data,True,8.694826,4.3385973,4.2682977,8.3904705,70.4,4.0
3.1843367,10.14,Not Submitted,False,13.81738,5.2570786,5.2321777,13.645512,186.2,0.0
2.792848,7.8,Submitted Data,True,12.161414,5.003275,4.989071,12.074767,145.8,1.0
1.9235384,3.7,Submitted Data,True,8.608135,4.3188205,4.286341,8.467586,71.7,4.0
2.7748873,7.7,Submitted Data,True,12.074767,4.989071,4.965638,11.933147,142.4,2.0
2.607681,6.8,Submitted Data,True,11.562872,4.90305,4.865224,11.344603,128.7,1.0
2.792848,7.8,Submitted Data,True,12.157302,5.002603,4.953712,11.861703,140.7,4.0
2.0976176,4.4,Submitted Data,True,9.555103,4.525044,4.4450016,9.176056,84.2,4.0
2.34094,5.48,Not Submitted,False,10.399038,4.6926312,4.653389,10.195097,103.94,0.0
2.7748873,7.7,Submitted Data,True,12.186058,5.0072966,4.9794884,12.016655,144.4,3.0
3.6469164,13.3,Submitted Data,True,15.6237,5.501666,5.4897637,15.530615,241.2,3.0
2.6457512,7.0,Submitted Data,True,11.392981,4.8736696,4.859037,11.309288,127.9,2.0
2.48998,6.2,Submitted Data,True,10.871983,4.7808027,4.750136,10.705139,114.6,2.0
2.1908903,4.8,Submitted Data,True,9.455157,4.5042443,4.486387,9.370166,87.8,4.0
2.04939,4.2,Submitted Data,True,9.038805,4.41522,4.394449,8.944272,80.0,3.5
2.8,7.84,Submitted Data,True,13.402985,5.196506,4.9570937,11.881919,141.18,0.0
